2020-02-11/21:44:00		Error while creating table: no such column: F 
2022-07-07/01:16:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:50		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:50		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:50		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:16:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2022-07-07/01:37:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2022-07-07/01:37:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
